GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGS001,AGS002,AGS003,AGS004,AGS005,AGS006,AGS007,AGS008,AGS009,AGS010,AGS011,AGS012,AGS013,AGS014,AGS015,AGS016,AGS017,AGS018,AGS019,AGS020,AGS021,AGT001,AGU001
"G4700390","1860","Tennessee","470","Decatur","0390","Decatur",32,22,15,8,14,7,4,10,5,8,7,2,1,1,0,0,0,0,0,0,0,136,784
"G4700410","1860","Tennessee","470","DeKalb","0410","De Kalb",62,36,30,23,17,13,16,9,10,15,1,4,0,0,0,0,0,0,0,0,0,236,1025
"G4700430","1860","Tennessee","470","Dickson","0430","Dickson",37,30,34,35,33,17,24,13,10,13,29,15,15,0,2,0,2,1,0,0,0,310,2201
"G4700450","1860","Tennessee","470","Dyer","0450","Dyer",125,42,41,35,32,12,21,17,12,30,20,18,4,3,3,0,0,0,0,0,0,415,2641
"G4700470","1860","Tennessee","470","Fayette","0470","Fayette",99,92,89,69,66,58,52,54,46,176,87,103,53,36,24,13,7,0,0,0,0,1124,15473
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress",22,8,9,3,4,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,55,187
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin",132,91,45,38,37,36,26,20,24,48,26,28,6,4,0,0,0,0,0,0,0,561,3551
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson",219,138,114,98,70,53,57,50,47,83,34,29,14,3,1,1,0,0,0,0,0,1011,6141
"G4700550","1860","Tennessee","470","Giles","0550","Giles",232,161,115,86,73,78,64,52,42,144,56,78,28,13,11,7,3,0,0,0,0,1243,10848
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger",47,23,20,26,16,14,13,4,7,18,5,5,1,0,0,0,0,0,0,0,0,199,1065
"G4700590","1860","Tennessee","470","Greene","0590","Greene",88,61,44,21,20,14,13,7,10,17,10,1,0,1,0,0,0,0,0,0,0,307,1297
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy",25,7,4,7,7,1,3,2,2,3,0,0,2,0,0,0,0,0,0,0,0,63,266
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton",78,38,31,30,25,18,13,12,7,23,2,8,1,1,0,0,0,0,0,0,0,287,1419
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock",21,13,8,9,3,6,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,67,246
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman",93,77,69,49,43,33,34,27,24,70,41,63,15,16,10,7,1,0,0,0,0,672,7236
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin",62,48,30,23,20,17,13,11,15,17,10,9,4,0,1,0,0,0,0,0,0,280,1623
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins",66,41,32,21,30,18,12,16,12,35,16,7,3,2,0,0,0,0,0,0,0,311,1925
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood",124,93,72,59,65,41,34,52,33,102,61,77,20,22,26,7,4,2,0,0,0,894,11026
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson",105,62,42,45,37,31,13,23,15,43,21,24,12,1,2,0,0,0,0,0,0,476,3283
"G4700790","1860","Tennessee","470","Henry","0790","Henry",139,82,76,49,56,56,32,31,27,82,29,32,11,6,7,1,0,0,0,0,0,716,5530
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman",81,39,36,31,19,16,11,10,8,28,10,14,3,0,0,0,0,0,0,0,0,306,1753
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys",70,50,35,23,24,17,10,8,3,22,7,7,2,0,0,1,0,0,0,0,0,279,1463
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson",57,36,25,27,16,14,9,6,8,19,7,2,2,1,1,0,0,0,0,0,0,230,1212
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson",55,45,40,37,30,21,21,15,8,13,36,12,8,4,1,2,0,1,0,0,0,349,2096
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson",21,7,6,5,3,7,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,60,233
"G4700930","1860","Tennessee","470","Knox","0930","Knox",115,59,36,49,40,31,20,16,8,40,22,9,1,1,0,0,0,0,0,0,0,447,2370
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale",59,34,24,26,19,19,12,14,11,41,20,14,9,8,1,2,0,0,0,0,0,313,2854
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence",75,40,29,14,13,16,6,3,7,17,4,7,1,1,1,0,0,0,0,0,0,234,1160
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis",10,4,7,4,3,2,2,1,0,6,0,2,1,0,0,0,0,0,0,0,0,42,247
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln",182,124,99,70,79,44,34,33,34,115,27,36,11,6,3,5,2,1,0,0,0,905,6847
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn",132,75,35,38,27,13,17,21,11,28,7,4,4,1,1,0,0,0,0,0,0,414,1909
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy",83,58,40,31,24,20,14,21,12,28,15,9,0,1,0,0,0,0,0,0,0,356,1900
"G4701110","1860","Tennessee","470","Macon","1110","Macon",54,27,22,19,16,12,8,6,6,24,3,1,1,0,0,0,0,0,0,0,0,199,929
"G4701130","1860","Tennessee","470","Madison","1130","Madison",118,104,101,72,75,54,68,42,38,126,68,53,29,15,13,11,1,0,0,0,0,988,10012
"G4701150","1860","Tennessee","470","Marion","1150","Marion",31,25,5,11,8,5,9,5,3,12,5,5,0,0,0,0,0,0,0,0,0,124,678
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall",141,82,76,76,56,40,39,27,30,75,33,20,6,4,0,0,1,0,0,0,0,706,4480
"G4701190","1860","Tennessee","470","Maury","1190","Maury",251,142,144,106,88,72,76,69,61,194,108,103,47,16,10,12,2,0,0,0,0,1501,14654
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs",29,18,9,12,8,8,8,3,5,7,4,4,1,0,0,0,0,0,0,0,0,116,638
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe",56,45,30,21,12,11,12,14,7,21,14,7,2,0,3,0,0,0,0,0,0,255,1600
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery",135,95,63,90,58,49,56,53,33,129,56,78,35,14,7,4,1,0,0,0,0,956,9554
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan",11,5,0,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,25,120
"G4701310","1860","Tennessee","470","Obion","1310","Obion",189,74,57,39,20,25,19,18,21,20,18,10,3,3,0,0,0,0,0,0,0,516,2399
"G4701330","1860","Tennessee","470","Overton","1330","Overton",80,38,30,19,15,9,11,13,6,17,6,3,0,1,0,0,0,0,0,0,0,248,1087
"G4701350","1860","Tennessee","470","Perry","1350","Perry",27,14,12,18,10,10,5,5,6,7,2,1,1,0,0,0,0,0,0,0,0,118,548
"G4701390","1860","Tennessee","470","Polk","1390","Polk",26,8,4,7,4,5,6,2,1,5,2,0,3,1,0,0,0,0,0,0,0,74,434
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam",36,22,22,10,10,5,10,9,6,14,0,2,0,0,0,0,0,0,0,0,0,146,682
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea",18,14,11,10,13,5,6,6,2,9,4,4,1,0,0,0,0,0,0,0,0,103,615
"G4701450","1860","Tennessee","470","Roane","1450","Roane",65,42,32,19,12,11,10,12,14,28,15,8,3,1,0,1,0,0,0,0,0,273,1748
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson",140,97,75,74,59,46,36,33,31,66,39,23,5,1,3,0,0,1,0,0,0,729,4861
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford",239,115,107,87,79,81,57,60,38,178,90,100,46,17,16,4,2,0,0,0,0,1316,12984
"G4701510","1860","Tennessee","470","Scott","1510","Scott",3,0,2,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,59
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie",7,4,6,4,2,2,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0,34,201
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier",36,9,5,4,7,3,6,6,2,10,4,2,2,0,0,0,0,0,0,0,0,96,538
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby",492,230,194,154,123,121,90,88,53,205,93,102,61,12,21,12,5,0,0,0,0,2056,16953
"G4701590","1860","Tennessee","470","Smith","1590","Smith",134,85,54,55,40,54,39,36,31,68,30,17,7,2,2,0,0,0,0,0,0,654,4228
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart",51,36,39,26,18,14,17,14,5,21,13,15,3,2,0,1,1,0,1,0,0,277,2415
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan",66,37,31,26,17,22,13,5,6,16,2,3,2,0,0,0,0,0,0,0,0,246,1074
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner",160,115,84,77,56,45,65,37,35,133,65,51,15,5,5,2,1,0,0,0,0,951,7700
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton",74,57,41,34,23,28,19,21,19,73,34,34,11,8,7,4,2,0,0,0,0,489,5288
"G4701730","1860","Tennessee","470","Union","1730","Union",18,13,11,2,2,4,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,57,182
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren",9,2,7,1,3,2,1,0,2,6,1,1,1,0,0,0,0,0,0,0,0,36,239
"G4701770","1860","Tennessee","470","Warren","1770","Warren",80,45,31,30,28,31,20,19,13,38,15,9,5,2,1,0,0,0,0,0,0,367,2320
"G4701790","1860","Tennessee","470","Washington","1790","Washington",75,24,36,25,17,16,11,9,8,10,3,2,0,0,0,0,0,0,0,0,0,236,952
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne",74,33,16,20,17,14,9,10,6,24,12,4,0,1,0,0,0,0,0,0,0,240,1269
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley",149,97,81,60,49,44,36,24,18,61,33,20,10,2,1,1,0,0,0,0,0,686,4213
"G4701850","1860","Tennessee","470","White","1850","White",72,32,31,24,17,12,10,11,7,12,11,3,1,0,0,0,0,0,0,0,0,243,1145
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson",196,119,81,82,70,63,63,53,51,166,91,98,37,12,15,9,1,0,0,0,0,1207,12367
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson",272,212,138,102,95,76,67,57,52,148,48,41,11,6,0,0,0,0,0,0,0,1325,7964
"G4800010","1860","Texas","480","Anderson","0010","Anderson",85,71,35,36,25,27,17,20,19,60,23,24,6,7,2,1,1,0,0,0,0,459,3668
"G4800050","1860","Texas","480","Angelina","0050","Angelina",24,15,12,16,8,7,4,6,1,13,5,4,0,0,1,0,0,0,0,0,0,116,686
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa",16,4,4,1,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,107
"G4800150","1860","Texas","480","Austin","0150","Austin",44,43,28,14,14,16,12,8,18,51,30,22,9,7,3,2,3,0,0,0,0,324,3914
"G4800190","1860","Texas","480","Bandera","0190","Bandera",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop",68,27,21,15,16,15,9,17,7,24,19,17,8,8,1,2,0,0,0,0,0,274,2591
"G4800230","1860","Texas","480","Baylor","0230","Baylor",,,,,,,,,,,,,,,,,,,,,,,
"G4800250","1860","Texas","480","Bee","0250","Bee",16,3,3,2,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,38,79
"G4800270","1860","Texas","480","Bell","0270","Bell",41,17,22,16,21,10,8,8,5,20,7,2,2,0,0,0,0,0,0,0,0,179,1005
"G4800290","1860","Texas","480","Bexar","0290","Bexar",105,50,31,21,13,13,13,5,3,22,7,9,0,1,1,0,0,0,0,0,0,294,1395
"G4800310","1860","Texas","480","Blanco","0310","Blanco",,,,,,,,,,,,,,,,,,,,,,,98
"G4800350","1860","Texas","480","Bosque","0350","Bosque",13,8,7,3,5,3,3,0,2,3,2,1,0,0,1,0,0,0,0,0,0,51,293
"G4800370","1860","Texas","480","Bowie","0370","Bowie",21,23,14,23,8,10,13,4,3,23,14,22,6,6,8,3,0,0,0,0,0,201,2651
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria",26,17,14,14,13,4,6,12,9,29,20,18,18,6,11,5,9,1,0,0,0,232,5110
"G4800410","1860","Texas","480","Brazos","0410","Brazos",27,22,14,8,6,3,4,4,2,9,5,7,1,2,2,1,1,0,0,0,0,118,1063
"G4800490","1860","Texas","480","Brown","0490","Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan",1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,32
"G4800510","1860","Texas","480","Burleson","0510","Burleson",47,26,16,24,14,12,13,12,10,16,15,12,6,0,3,1,1,0,0,0,0,228,2003
"G4800530","1860","Texas","480","Burnet","0530","Burnet",19,15,12,6,6,3,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,69,235
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell",72,28,23,30,18,6,9,11,5,24,13,8,5,0,1,1,0,0,0,0,0,254,1610
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun",32,18,17,10,9,3,5,2,0,7,2,1,0,0,0,0,0,0,0,0,0,106,414
"G4800610","1860","Texas","480","Cameron","0610","Cameron",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)",52,36,37,30,21,23,20,14,9,43,23,27,11,4,0,2,2,0,0,0,0,354,3475
"G4800710","1860","Texas","480","Chambers","0710","Chambers",14,6,5,6,5,4,3,3,6,10,3,2,1,1,0,0,0,0,0,0,0,69,513
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee",92,69,43,32,35,21,20,24,15,50,21,23,4,5,2,0,0,0,0,0,0,456,3246
"G4800770","1860","Texas","480","Clay","0770","Clay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800830","1860","Texas","480","Coleman","0830","Coleman",,,,,,,,,,,,,,,,,,,,,,,
"G4800850","1860","Texas","480","Collin","0850","Collin",70,40,25,21,21,19,6,7,9,14,3,5,0,0,0,0,0,0,0,0,0,240,1047
"G4800890","1860","Texas","480","Colorado","0890","Colorado",58,44,18,20,20,12,16,16,8,27,15,24,10,6,5,3,4,0,0,0,0,306,3559
"G4800910","1860","Texas","480","Comal","0910","Comal",3,4,3,0,2,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,22,193
"G4800930","1860","Texas","480","Comanche","0930","Comanche",14,3,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61
"G4800950","1860","Texas","480","Concho","0950","Concho",,,,,,,,,,,,,,,,,,,,,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke",22,10,10,6,8,2,2,2,3,4,2,2,0,1,0,0,0,0,0,0,0,74,369
"G4800990","1860","Texas","480","Coryell","0990","Coryell",23,14,15,6,5,4,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,81,306
"G4801130","1860","Texas","480","Dallas","1130","Dallas",56,43,31,20,13,11,8,11,6,16,10,3,0,0,0,0,0,0,0,0,0,228,1074
"G4801155","1860","Texas","480","Dawson","1155","Dawson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801210","1860","Texas","480","Denton","1210","Denton",32,21,14,3,6,4,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,87,251
"G4801230","1860","Texas","480","De Witt","1230","De Witt",33,28,16,31,13,13,7,6,3,22,15,6,3,1,2,2,0,0,0,0,0,201,1643
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit",,,,,,,,,,,,,,,,,,,,,,,
"G4801310","1860","Texas","480","Duval","1310","Duval",,,,,,,,,,,,,,,,,,,,,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801370","1860","Texas","480","Edwards","1370","Edwards",,,,,,,,,,,,,,,,,,,,,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis",47,36,29,14,11,10,4,10,5,13,8,6,1,0,2,0,0,0,0,0,0,196,1104
"G4801410","1860","Texas","480","El Paso","1410","El Paso",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
"G4801415","1860","Texas","480","Encinal","1415","Encinal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801430","1860","Texas","480","Erath","1430","Erath",6,3,8,1,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,26,118
"G4801450","1860","Texas","480","Falls","1450","Falls",27,11,18,8,11,11,11,6,3,21,5,14,3,6,1,1,1,0,0,0,0,158,1716
"G4801470","1860","Texas","480","Fannin","1470","Fannin",81,41,41,20,28,14,14,15,7,26,10,4,4,1,2,0,0,0,0,0,0,308,1721
"G4801490","1860","Texas","480","Fayette","1490","Fayette",122,51,40,38,35,29,21,15,17,61,40,19,18,5,3,0,0,0,0,0,0,514,3786
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend",29,20,14,15,6,13,12,14,12,39,25,21,13,12,9,3,2,1,0,0,0,260,4127
"G4801610","1860","Texas","480","Freestone","1610","Freestone",40,31,24,26,18,12,16,14,23,26,20,28,14,5,4,4,2,0,0,0,0,307,3613
"G4801630","1860","Texas","480","Frio","1630","Frio",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"G4801670","1860","Texas","480","Galveston","1670","Galveston",69,45,38,29,20,18,11,7,7,22,13,7,1,1,0,0,0,0,0,0,0,288,1520
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie",3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,33
"G4801750","1860","Texas","480","Goliad","1750","Goliad",23,22,12,15,5,8,2,3,2,11,5,8,2,0,1,0,0,0,0,0,0,119,843
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales",92,39,38,24,30,19,10,12,7,49,30,12,9,8,5,0,0,0,0,0,0,384,3168
"G4801810","1860","Texas","480","Grayson","1810","Grayson",70,29,20,25,20,20,11,8,6,11,4,10,0,0,1,0,1,0,0,0,0,236,1292
"G4801850","1860","Texas","480","Grimes","1850","Grimes",60,81,32,41,28,30,16,23,16,74,27,31,24,12,4,4,2,0,0,0,0,505,5468
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe",40,24,12,21,19,4,12,6,6,18,15,16,6,1,1,1,0,0,0,0,0,202,1748
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton",7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman",,,,,,,,,,,,,,,,,,,,,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin",10,5,4,3,3,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,35,191
"G4802010","1860","Texas","480","Harris","2010","Harris",108,81,39,28,30,20,15,12,6,23,17,11,3,1,1,0,0,0,0,0,0,395,2053
"G4802030","1860","Texas","480","Harrison","2030","Harrison",91,60,61,52,48,32,25,28,27,103,41,71,32,15,19,6,2,0,0,0,0,713,8784
"G4802070","1860","Texas","480","Haskell","2070","Haskell",,,,,,,,,,,,,,,,,,,,,,,
"G4802090","1860","Texas","480","Hays","2090","Hays",22,8,6,7,7,8,3,3,3,10,8,7,2,1,0,0,0,0,0,0,0,95,797
"G4802130","1860","Texas","480","Henderson","2130","Henderson",34,24,13,9,13,11,6,4,4,19,7,5,2,3,1,0,0,0,0,0,0,155,1116
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"G4802170","1860","Texas","480","Hill","2170","Hill",19,22,22,13,7,8,6,3,1,9,3,3,1,1,0,0,0,0,0,0,0,118,650
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins",72,43,26,17,17,14,9,10,7,13,3,3,1,0,0,0,0,0,0,0,0,235,990
"G4802250","1860","Texas","480","Houston","2250","Houston",61,44,34,26,28,16,10,11,7,38,23,24,4,3,4,2,0,0,0,0,0,335,2819
"G4802310","1860","Texas","480","Hunt","2310","Hunt",42,26,15,15,6,9,5,6,5,9,3,1,0,0,0,0,0,0,0,0,0,142,577
"G4802370","1860","Texas","480","Jack","2370","Jack",7,5,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50
"G4802390","1860","Texas","480","Jackson","2390","Jackson",25,28,14,13,12,2,8,9,6,15,10,7,4,1,1,0,0,0,0,0,0,155,1194
"G4802410","1860","Texas","480","Jasper","2410","Jasper",25,25,17,19,11,5,4,5,7,17,8,15,6,3,3,0,0,0,0,0,0,170,1611
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson",18,13,10,6,4,3,3,3,3,5,1,1,0,0,0,0,0,0,0,0,0,70,309
"G4802510","1860","Texas","480","Johnson","2510","Johnson",43,23,11,10,13,3,9,4,3,6,2,2,0,0,0,0,0,0,0,0,0,129,513
"G4802530","1860","Texas","480","Jones","2530","Jones",,,,,,,,,,,,,,,,,,,,,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes",20,10,2,11,0,5,5,4,0,5,0,0,1,1,0,0,0,0,0,0,0,64,327
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman",49,25,8,8,9,5,4,5,2,6,4,2,1,0,0,0,0,0,0,0,0,128,533
"G4802650","1860","Texas","480","Kerr","2650","Kerr",8,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,49
"G4802670","1860","Texas","480","Kimble","2670","Kimble",,,,,,,,,,,,,,,,,,,,,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802750","1860","Texas","480","Knox","2750","Knox",,,,,,,,,,,,,,,,,,,,,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar",92,60,52,28,30,27,21,14,5,33,26,17,10,2,2,0,0,0,0,0,0,419,2833
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas",8,6,5,5,2,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,32,153
"G4802830","1860","Texas","480","La Salle","2830","La Salle",,,,,,,,,,,,,,,,,,,,,,,
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca",38,26,25,21,8,12,12,5,8,26,17,15,2,0,1,0,1,0,0,0,0,217,1707
"G4802890","1860","Texas","480","Leon","2890","Leon",75,32,18,31,19,19,8,13,12,41,25,16,4,2,3,2,0,0,0,0,0,320,2620
"G4802910","1860","Texas","480","Liberty","2910","Liberty",27,13,12,11,11,6,8,7,5,15,8,9,2,1,1,0,0,0,0,0,0,136,1079
"G4802930","1860","Texas","480","Limestone","2930","Limestone",48,19,22,20,12,9,17,1,8,15,5,2,2,0,0,2,0,0,0,0,0,182,1072
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak",4,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,85
"G4802990","1860","Texas","480","Llano","2990","Llano",8,6,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch",,,,,,,,,,,,,,,,,,,,,,,
"G4803090","1860","Texas","480","McLennan","3090","Mclennan",55,26,27,18,26,10,11,13,12,24,21,12,5,4,4,2,0,0,0,0,0,270,2395
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen",,,,,,,,,,,,,,,,,,,,,,,
"G4803130","1860","Texas","480","Madison","3130","Madison",23,12,12,11,2,8,3,2,3,11,3,2,1,2,1,0,0,0,0,0,0,96,675
"G4803150","1860","Texas","480","Marion","3150","Marion",38,25,20,19,15,10,10,5,9,24,13,9,7,4,4,0,1,0,0,0,0,213,2017
"G4803190","1860","Texas","480","Mason","3190","Mason",3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda",23,11,8,13,7,3,3,1,2,17,7,6,6,4,5,7,2,0,0,0,0,125,2107
"G4803230","1860","Texas","480","Maverick","3230","Maverick",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"G4803250","1860","Texas","480","Medina","3250","Medina",8,5,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,22,106
"G4803275","1860","Texas","480","Menora","3275","Menora",,,,,,,,,,,,,,,,,,,,,,,
"G4803310","1860","Texas","480","Milam","3310","Milam",57,34,31,28,20,17,11,11,3,24,14,4,3,1,1,0,0,0,0,0,0,259,1542
"G4803370","1860","Texas","480","Montague","3370","Montague",5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery",30,27,14,23,14,9,8,10,6,30,19,20,11,2,6,1,2,0,0,0,0,232,2811
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches",91,54,43,32,25,14,13,15,14,43,16,19,3,0,0,0,1,0,0,0,0,383,2359
"G4803490","1860","Texas","480","Navarro","3490","Navarro",62,29,26,14,19,19,10,5,9,29,12,5,6,2,2,1,1,0,0,0,0,251,1890
"G4803510","1860","Texas","480","Newton","3510","Newton",30,12,13,11,7,4,6,5,4,19,5,8,1,0,0,2,0,0,0,0,0,127,1013
"G4803550","1860","Texas","480","Nueces","3550","Nueces",13,13,10,2,3,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,52,216
"G4803610","1860","Texas","480","Orange","3610","Orange",18,7,5,12,1,8,4,1,0,1,3,0,3,0,1,0,0,0,0,0,0,64,392
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto",12,2,3,1,1,1,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,29,130
"G4803650","1860","Texas","480","Panola","3650","Panola",76,79,46,37,24,25,18,13,20,55,27,13,9,1,2,0,0,0,0,0,0,445,3058
"G4803670","1860","Texas","480","Parker","3670","Parker",31,14,3,5,4,1,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,70,222
"G4803730","1860","Texas","480","Polk","3730","Polk",57,45,29,20,24,17,12,10,12,46,18,28,22,7,8,1,1,0,0,0,0,357,4198
"G4803770","1860","Texas","480","Presidio","3770","Presidio",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"G4803870","1860","Texas","480","Red River","3870","Red River",66,31,34,34,26,19,20,12,14,40,23,19,2,4,7,2,0,0,0,0,0,353,3039
"G4803910","1860","Texas","480","Refugio","3910","Refugio",16,10,1,6,2,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,43,234
"G4803950","1860","Texas","480","Robertson","3950","Robertson",34,18,14,10,8,7,5,4,5,30,18,17,5,9,1,1,2,0,0,0,0,188,2258
"G4803990","1860","Texas","480","Runnels","3990","Runnels",,,,,,,,,,,,,,,,,,,,,,,
"G4804010","1860","Texas","480","Rusk","4010","Rusk",136,65,69,66,63,37,39,26,27,89,45,45,18,3,4,1,1,0,0,0,0,734,6132
