GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABK001,ABK002,ABK003,ABK004,ABK005,ABK006,ABK007,ABK008,ABK009,ABK010,ABK011,ABK012,ABK013,ABK014,ABK015,ABK016,ABL001,ABB001,ABB002,ABB003,ABB004,ABB005,ABB006
"G5100870","1820","Virginia","510","Henrico","0870","Henrico",1077,664,781,435,1038,585,513,324,172,71,72,79,180,98,93,100,0,2546,2772,2957,2460,394,471
"G5100890","1820","Virginia","510","Henry","0890","Henry",480,242,206,93,519,321,204,113,38,18,7,3,28,19,8,4,0,1650,1671,1021,1157,66,59
"G5100930","1820","Virginia","510","Isle Of Wight","0930","Isle Of Wight",1025,497,417,294,931,502,357,274,214,116,51,67,196,130,88,76,21,2354,2529,2233,2064,448,490
"G5100950","1820","Virginia","510","James City","0950","James City",365,194,203,126,310,194,184,101,112,38,37,31,113,51,40,45,0,511,506,888,789,218,249
"G5100953","1820","Virginia","510","Jefferson","0953","Jefferson",1028,560,413,210,902,501,332,186,45,28,34,24,41,18,28,30,0,4510,4197,2211,1921,131,117
"G5100957","1820","Virginia","510","Kanawha","0957","Kanawha",233,162,181,29,216,123,94,35,3,4,9,5,2,3,0,3,0,2949,2348,605,468,21,8
"G5100970","1820","Virginia","510","King And Queen","0970","King And Queen",1437,761,562,321,1310,759,566,325,58,49,17,16,60,45,27,25,0,3192,2268,3081,2960,140,157
"G5100990","1820","Virginia","510","King George","0990","King George",777,423,340,243,759,374,346,242,58,25,13,25,64,39,23,16,0,1175,1174,1783,1721,121,142
"G5101010","1820","Virginia","510","King William","1010","King William",1423,700,660,312,1213,694,650,358,46,23,27,18,61,26,21,16,0,1698,1751,3095,2915,114,124
"G5101030","1820","Virginia","510","Lancaster","1030","Lancaster",682,282,280,202,650,328,316,204,40,20,17,7,34,28,21,18,0,1176,1212,1446,1498,84,101
"G5101050","1820","Virginia","510","Lee","1050","Lee",87,57,21,4,96,63,27,11,0,0,1,1,1,0,0,2,0,1962,1923,169,197,2,3
"G5101053","1820","Virginia","510","Lewis","1053","Lewis",29,14,10,6,29,18,8,1,1,2,2,0,2,2,1,0,0,2134,1988,59,56,5,5
"G5101070","1820","Virginia","510","Loudoun","1070","Loudoun",1307,790,598,269,1303,693,497,272,175,84,73,74,194,82,67,80,0,8356,7788,2964,2765,406,423
"G5101090","1820","Virginia","510","Louisa","1090","Louisa",1825,912,820,368,1703,888,710,334,51,25,27,14,42,24,24,12,0,3055,2912,3925,3635,117,102
"G5101110","1820","Virginia","510","Lunenburg","1110","Lunenburg",1552,820,752,352,1483,824,633,247,39,14,10,4,27,11,12,9,0,1962,1911,3476,3187,67,59
"G5101130","1820","Virginia","510","Madison","1130","Madison",1190,513,442,201,1080,539,418,229,19,6,6,5,19,6,10,7,0,1904,1896,2346,2266,36,42
"G5101137","1820","Virginia","510","Mason","1137","Mason",159,69,45,18,142,85,51,24,9,0,3,2,9,3,3,1,0,2189,2056,291,302,14,16
"G5101150","1820","Virginia","510","Matthews","1150","Matthews",753,308,274,169,790,398,287,207,25,14,5,4,36,10,12,12,0,1757,1859,1504,1682,48,70
"G5101170","1820","Virginia","510","Mecklenburg","1170","Mecklenburg",2688,1445,1172,652,2509,1382,1005,549,175,64,63,38,155,72,65,42,0,3821,3889,5957,5445,340,334
"G5101190","1820","Virginia","510","Middlesex","1190","Middlesex",504,245,224,163,473,222,192,143,23,11,12,9,29,20,12,19,0,825,931,1136,1030,55,80
"G5101193","1820","Virginia","510","Monongalia","1193","Monongalia",88,38,44,21,82,54,34,14,29,19,9,4,25,13,11,7,0,5419,5149,191,184,61,56
"G5101197","1820","Virginia","510","Monroe","1197","Monroe",107,70,49,8,123,67,51,26,18,14,3,4,10,8,7,6,40,3014,2995,234,267,39,31
"G5101210","1820","Virginia","510","Montgomery","1210","Montgomery",292,180,108,59,275,175,111,55,10,4,1,1,8,3,3,1,0,3741,3706,639,616,16,15
"G5101215","1820","Virginia","510","Morgan","1215","Morgan",26,11,12,8,16,17,5,3,11,0,1,2,13,4,2,2,0,1236,1131,57,41,14,21
"G5101230","1820","Virginia","510","Nansemond","1230","Nansemond",995,607,523,262,982,521,399,237,353,147,94,90,303,178,126,102,0,2261,2314,2387,2139,684,709
"G5101250","1820","Virginia","510","Nelson","1250","Nelson",1297,721,598,299,1246,736,528,235,18,12,7,7,12,8,9,9,0,2179,2216,2915,2745,44,38
"G5101270","1820","Virginia","510","New Kent","1270","New Kent",829,422,331,233,828,457,415,244,63,25,18,39,75,45,28,41,0,1263,1274,1815,1944,145,189
"G5101275","1820","Virginia","510","Nicholas","1275","Nicholas",13,7,1,4,7,11,4,1,0,0,0,0,0,0,0,0,0,923,882,25,23,0,0
"G5101290","1820","Virginia","510","Norfolk","1290","Norfolk",1263,935,660,369,1205,734,514,244,163,115,64,75,150,133,106,86,7,4550,4092,3227,2697,417,475
"G5101310","1820","Virginia","510","Northampton","1310","Northampton",684,384,357,270,651,389,311,277,213,82,63,82,235,139,99,100,0,1629,1740,1695,1628,440,573
"G5101330","1820","Virginia","510","Northumberland","1330","Northumberland",773,377,285,216,703,417,313,184,153,74,53,40,108,71,50,65,0,2087,2047,1651,1617,320,294
"G5101350","1820","Virginia","510","Nottoway","1350","Nottoway",1495,816,683,320,1496,830,695,341,31,18,13,9,59,14,21,10,2,1386,1419,3314,3362,71,104
"G5101355","1820","Virginia","510","Ohio","1355","Ohio",97,67,42,15,86,58,36,18,7,10,8,5,2,3,3,5,0,4525,4195,221,198,30,13
"G5101370","1820","Virginia","510","Orange","1370","Orange",1814,954,757,396,1673,850,692,382,30,9,10,8,40,17,18,11,33,2637,2582,3921,3597,57,86
"G5101410","1820","Virginia","510","Patrick","1410","Patrick",287,169,89,48,267,182,113,58,23,13,6,9,23,11,9,6,0,1800,1976,593,620,51,49
"G5101415","1820","Virginia","510","Pendleton","1415","Pendleton",93,33,37,14,104,53,40,7,3,0,1,1,1,3,1,1,0,2258,2186,177,204,5,6
"G5101430","1820","Virginia","510","Pittsylvania","1430","Pittsylvania",2052,978,741,356,2073,1132,813,339,51,30,23,10,47,26,10,6,0,6278,6348,4127,4357,114,89
"G5101450","1820","Virginia","510","Powhatan","1450","Powhatan",1165,690,700,366,1117,645,519,274,64,30,35,22,71,34,45,23,0,1306,1186,2921,2555,151,173
"G5101455","1820","Virginia","510","Preston","1455","Preston",17,8,16,9,7,10,6,7,3,3,0,0,0,0,0,0,0,1694,1648,50,30,6,0
"G5101470","1820","Virginia","510","Prince Edward","1470","Prince Edward",1774,971,883,382,1649,895,724,338,76,40,26,20,86,38,25,23,0,2295,2332,4010,3606,162,172
"G5101490","1820","Virginia","510","Prince George","1490","Prince George",898,550,496,317,849,526,402,285,131,52,50,45,136,64,71,39,0,1511,1608,2261,2062,278,310
"G5101510","1820","Virginia","510","Princess Anne","1510","Princess Anne",825,496,392,203,749,423,421,196,47,32,27,14,60,34,20,17,0,2323,2489,1916,1789,120,131
"G5101530","1820","Virginia","510","Prince William","1530","Prince William",1031,465,426,246,1018,535,427,232,53,19,16,26,75,33,25,31,0,2356,2405,2168,2212,114,164
"G5101557","1820","Virginia","510","Randolph","1557","Randolph",27,22,6,11,25,25,12,3,10,9,4,5,13,11,4,4,0,1670,1496,66,65,28,32
"G5101590","1820","Virginia","510","Richmond","1590","Richmond",590,311,265,167,574,323,266,168,80,32,22,13,70,31,23,22,0,1307,1442,1333,1331,147,146
"G5101630","1820","Virginia","510","Rockbridge","1630","Rockbridge",597,342,298,82,617,342,240,94,89,37,28,12,56,35,25,13,0,4644,4394,1319,1293,166,129
"G5101650","1820","Virginia","510","Rockingham","1650","Rockingham",447,271,200,77,403,249,150,74,59,31,27,18,52,33,22,25,0,6397,6249,995,876,135,132
"G5101670","1820","Virginia","510","Russell","1670","Russell",114,63,38,13,125,87,57,29,1,4,2,1,3,8,1,1,0,2524,2465,228,298,8,13
"G5101690","1820","Virginia","510","Scott","1690","Scott",66,34,22,6,63,34,22,11,1,3,3,1,1,2,1,1,0,1916,2076,128,130,8,5
"G5101710","1820","Virginia","510","Shenandoah","1710","Shenandoah",384,346,204,83,387,238,164,95,80,27,25,11,80,46,28,20,0,8187,8521,1017,884,143,174
"G5101750","1820","Virginia","510","Southampton","1750","Southampton",1563,854,773,411,1406,759,593,378,285,127,101,86,320,175,138,74,0,2959,3168,3601,3136,599,707
"G5101770","1820","Virginia","510","Spotsylvania","1770","Spotsylvania",1933,967,812,458,1503,835,806,410,107,61,45,43,122,89,61,63,0,2884,3055,4170,3554,256,335
"G5101790","1820","Virginia","510","Stafford","1790","Stafford",1050,518,457,287,950,489,370,247,87,38,42,28,57,35,44,30,0,2264,2524,2312,2056,195,166
"G5101810","1820","Virginia","510","Surry","1810","Surry",711,421,380,276,690,346,282,234,137,85,46,40,117,81,61,45,0,1280,1362,1788,1552,308,304
"G5101830","1820","Virginia","510","Sussex","1830","Sussex",1605,893,820,389,1538,781,693,326,161,55,65,43,152,101,65,42,0,1975,2180,3707,3338,324,360
"G5101850","1820","Virginia","510","Tazewell","1850","Tazewell",96,64,52,14,102,67,52,16,3,3,1,2,2,1,3,3,0,1730,1705,226,237,9,9
"G5101855","1820","Virginia","510","Tyler","1855","Tyler",19,11,9,3,29,21,7,1,2,2,1,0,0,0,3,3,0,1116,1087,42,58,5,6
"G5101890","1820","Virginia","510","Warwick","1890","Warwick",200,122,86,71,190,98,117,70,12,2,4,5,5,0,4,2,0,290,330,479,475,23,11
"G5101910","1820","Virginia","510","Washington","1910","Washington",417,313,200,57,430,274,165,42,35,17,12,14,35,19,10,11,0,5360,5033,987,911,78,75
"G5101930","1820","Virginia","510","Westmoreland","1930","Westmoreland",759,402,356,202,742,392,358,182,113,57,25,35,104,70,37,36,0,1554,1477,1719,1674,230,247
"G5101953","1820","Virginia","510","Wood","1953","Wood",241,108,68,28,192,107,78,30,1,2,2,2,0,0,1,2,0,2614,2384,445,407,7,3
"G5101970","1820","Virginia","510","Wythe","1970","Wythe",366,167,157,44,376,220,134,69,9,4,1,5,12,8,5,4,0,4150,3961,734,799,19,29
"G5101990","1820","Virginia","510","York","1990","York",461,230,238,140,465,244,231,156,120,63,63,45,146,89,62,43,0,800,788,1069,1096,291,340
"G5107100","1820","Virginia","510","Norfolk City","7100","Norfolk City",577,352,380,144,603,501,471,233,108,34,52,35,110,69,103,88,0,2187,2431,1453,1808,229,370
"G5107300","1820","Virginia","510","Petersburg City","7300","Petersburg City",406,332,289,168,390,338,340,165,219,107,100,87,196,172,162,122,0,1725,1372,1195,1233,513,652
"G5107600","1820","Virginia","510","Richmond City","7600","Richmond City",724,653,604,190,762,628,571,255,218,142,108,64,204,161,203,135,0,3492,2953,2171,2216,532,703
"G5108300","1820","Virginia","510","Williamsburg City","8300","Williamsburg City",136,79,67,58,167,102,109,65,14,6,6,8,12,12,9,18,0,253,281,340,443,34,51
